Sector,Industry,KPI Name,Specification ID,Scope,Specification,Cluster,ESG Category
Industrials,2771 Delivery Services,CO2 Emission of Fleet,E37-01,II,"Average CO2 emission by vehicle per kmof Sold, LeasedE37-03 II Estimated average mileage per vehicle over total lifecycle in km",0,Environmental
Industrials,2771 Delivery Services,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2771 Delivery Services,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Industrials,2771 Delivery Services,Fuels,E30-03,III,Percentage of total fuel consumed comprising renewable fuels,0,Environmental
Industrials,2771 Delivery Services,Intermodality,S13-01,III,"Key Performance Narrative (Please answer the questions in max. 500 words)Does your company aim at providing solutions which address intermodality (""theability to connect, and the connections between, modes of transportation""(cf. http://ops.fhwa.dot.gov/publications/cmpguidebook/appc.htm) e.g.                        - offers which allow end-customers to hire specific cars as and when needed,connectivity between different vehicles (car- train - public transport), services forlinking different modes of transport etc.?                         - services which connect different modes of transport for cargo or freight in asmart way thus saving energy, CO2 emissions or decreasing traffic?",2,Governance
Industrials,2771 Delivery Services,Utilisation,V13-03,III,Percentage of utilisation of fleet of vehicles in use by the company in relation tototal theoretical utilisationV13-05 III Percentage of utilisation of fleet of locomotives in use of company in relation tototal theoretical utilisationV13-07 III Percentage of utilisation of fleet of vessels in use by the company in relation tototal theoretical utilisationV13-09 III Percentage of utilisation of fleet of airplane in use by the company in relation tototal theoretical utilisation,2,Governance
Industrials,2773 Marine Transportation,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2773 Marine Transportation,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2773 Marine Transportation,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2773 Marine Transportation,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2773 Marine Transportation,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2773 Marine Transportation,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2773 Marine Transportation,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2773 Marine Transportation,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2773 Marine Transportation,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2773 Marine Transportation,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2773 Marine Transportation,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2773 Marine Transportation,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Industrials,2773 Marine Transportation,Emissions to Water,E03-11,II,TOP 3 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 3,0,Environmental
Industrials,2773 Marine Transportation,Load Factor,E21-02,II,Average degree of utilisation of total fleet of vessels in percent,2,Governance
Industrials,2773 Marine Transportation,Waste Water,E28-05,II,Emissions of black water to sea in m³,0,Environmental
Industrials,2773 Marine Transportation,Waste Water,E28-06,II,Emissions of grey water to sea in m³,0,Environmental
Industrials,2773 Marine Transportation,Fuels,E30-04,II,Average fuel consumption of vessels by ship-type according to American Bureauof Shipping classification in tonnes/hour or tonnes/day,0,Environmental
Industrials,2773 Marine Transportation,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2773 Marine Transportation,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Industrials,2773 Marine Transportation,Emissions to Water,E03-09,III,TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 1E03-10 III TOP 2 components of emissions to water by environmental importance (accordingto TRI; PRTR; and EPER) Rank 2,0,Environmental
Industrials,2773 Marine Transportation,Fuels,E30-03,III,Percentage of total fuel consumed comprising renewable fuels,0,Environmental
Industrials,2773 Marine Transportation,Intermodality,S13-01,III,"Key Performance Narrative (Please answer the questions in max. 500 words)Does your company aim at providing solutions which address intermodality (""theability to connect, and the connections between, modes of transportation""(cf. http://ops.fhwa.dot.gov/publications/cmpguidebook/appc.htm) e.g.                        - offers which allow end-customers to hire specific cars as and when needed,connectivity between different vehicles (car- train - public transport), services forlinking different modes of transport etc.?                         - services which connect different modes of transport for cargo or freight in asmart way thus saving energy, CO2 emissions or decreasing traffic?",2,Governance
Industrials,2773 Marine Transportation,Utilisation,V13-06,III,Percentage of utilisation of fleet of vessels in paid work for charter or rent inrelation to total theoretical utilisationV13-07 III Percentage of utilisation of fleet of vessels in use by the company in relation tototal theoretical utilisation,2,Governance
Industrials,2773 Marine Transportation,Average age of,V21-03,III,Average age of fleet in yearsMaterial,2,Governance
Industrials,2775 Railroads,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2775 Railroads,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2775 Railroads,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2775 Railroads,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2775 Railroads,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2775 Railroads,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2775 Railroads,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2775 Railroads,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2775 Railroads,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2775 Railroads,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2775 Railroads,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2775 Railroads,Load Factor,E21-04,II,Average degree of utilisation of total fleet of rail cars/ rail carriages in percent,2,Governance
Industrials,2775 Railroads,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs,1,Social
Industrials,2775 Railroads,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2775 Railroads,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Industrials,2775 Railroads,Fuels,E30-03,III,Percentage of total fuel consumed comprising renewable fuels,0,Environmental
Industrials,2775 Railroads,Intermodality,S13-01,III,"Key Performance Narrative (Please answer the questions in max. 500 words)Does your company aim at providing solutions which address intermodality (""theability to connect, and the connections between, modes of transportation""(cf. http://ops.fhwa.dot.gov/publications/cmpguidebook/appc.htm) e.g.                        - offers which allow end-customers to hire specific cars as and when needed,connectivity between different vehicles (car- train - public transport), services forlinking different modes of transport etc.?                         - services which connect different modes of transport for cargo or freight in asmart way thus saving energy, CO2 emissions or decreasing traffic?",2,Governance
Industrials,2775 Railroads,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total",2,Governance
Industrials,2775 Railroads,Utilisation,V13-04,III,Percentage of utilisation of fleet of locomotives in paid work for charter or rent inrelation to total theoretical utilisationV13-05 III Percentage of utilisation of fleet of locomotives in use of company in relation tototal theoretical utilisation,2,Governance
Industrials,2775 Railroads,Average age of,V21-03,III,Average age of fleet in yearsMaterial,2,Governance
Industrials,2777 Transportation Services,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2777 Transportation Services,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2777 Transportation Services,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2777 Transportation Services,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2777 Transportation Services,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2777 Transportation Services,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2777 Transportation Services,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2777 Transportation Services,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2777 Transportation Services,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2777 Transportation Services,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2777 Transportation Services,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2777 Transportation Services,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2777 Transportation Services,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Industrials,2777 Transportation Services,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2777 Transportation Services,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Industrials,2777 Transportation Services,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Industrials,2777 Transportation Services,Intermodality,S13-01,III,"Key Performance Narrative (Please answer the questions in max. 500 words)Does your company aim at providing solutions which address intermodality (""theability to connect, and the connections between, modes of transportation""(cf. http://ops.fhwa.dot.gov/publications/cmpguidebook/appc.htm) e.g.                        - offers which allow end-customers to hire specific cars as and when needed,connectivity between different vehicles (car- train - public transport), services forlinking different modes of transport etc.?                         - services which connect different modes of transport for cargo or freight in asmart way thus saving energy, CO2 emissions or decreasing traffic?",2,Governance
Industrials,2779 Trucking,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2779 Trucking,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2779 Trucking,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2779 Trucking,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2779 Trucking,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2779 Trucking,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2779 Trucking,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2779 Trucking,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2779 Trucking,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2779 Trucking,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2779 Trucking,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2779 Trucking,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2779 Trucking,Packaging,E10-01,II,Total amount of packaging material used in tonnes,1,Social
Industrials,2779 Trucking,Load Factor,E21-01,II,Average degree of utilisation of total fleet of trucks in percent,2,Governance
Industrials,2779 Trucking,Fuels,E30-05,II,Average fuel consumption of vehicles by type in l/100km,0,Environmental
Industrials,2779 Trucking,CO2 Emission of Fleet,E37-01,II,"Average CO2 emission by vehicle per kmof Sold, Leased",0,Environmental
Industrials,2779 Trucking,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2779 Trucking,Packaging,E10-04,III,"Total cost of packaging in $,€",1,Social
Industrials,2779 Trucking,Fuels,E30-03,III,Percentage of total fuel consumed comprising renewable fuels,0,Environmental
Industrials,2779 Trucking,CO2 Emission of Fleet,E37-03,III,"Estimated average mileage per vehicle over total lifecycle in kmof Sold, Leased",0,Environmental
Industrials,2779 Trucking,Intermodality,S13-01,III,"Key Performance Narrative (Please answer the questions in max. 500 words)Does your company aim at providing solutions which address intermodality (""theability to connect, and the connections between, modes of transportation""(cf. http://ops.fhwa.dot.gov/publications/cmpguidebook/appc.htm) e.g.                        - offers which allow end-customers to hire specific cars as and when needed,connectivity between different vehicles (car- train - public transport), services forlinking different modes of transport etc.?                         - services which connect different modes of transport for cargo or freight in asmart way thus saving energy, CO2 emissions or decreasing traffic?",2,Governance
Industrials,2779 Trucking,Average age of,V21-03,III,Average age of fleet in yearsMaterial,2,Governance
Industrials,2791 Business Support Services,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2791 Business Support Services,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2791 Business Support Services,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2791 Business Support Services,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2791 Business Support Services,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2791 Business Support Services,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2791 Business Support Services,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2791 Business Support Services,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2791 Business Support Services,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2791 Business Support Services,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2791 Business Support Services,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2791 Business Support Services,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2791 Business Support Services,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2791 Business Support Services,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2791 Business Support Services,Diversity,S10-01,II,Percentage of female employees in relation to total employeesS10-02 II Percentage of female FTEs in senior positions in relation to total FTEs in seniorpositionsS10-03 II Percentage of total FTEs from ethnic minority groups,2,Governance
Industrials,2791 Business Support Services,Customer Retention,V05-02,II,Average length of customer relationship in years,2,Governance
Industrials,2791 Business Support Services,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2791 Business Support Services,Human Resource,V07-10,II,"Total number of FTEs including part-time worker, freelancers, non-payroll staffManagement leaving over period as a percentage of the average total number of FTEs over theperiod",2,Governance
Industrials,2791 Business Support Services,Human Resource,V07-07,III,Percentage of employees employed < 1 yearManagementV07-08 III Percentage of employees employed 1-3 yearsV07-09 III Percentage of employees employed >3 years## Cleaning and Printing (additional KPIs),2,Governance
Industrials,2791 Business Support Services,Eco-Design of Cleaning,E32-01,II,Percentage of biodegradable cleaning substances and detergents used as total ofsubstances cleaning substances and detergents consumed,0,Environmental
Industrials,2791 Business Support Services,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Industrials,2791 Business Support Services,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Industrials,2791 Business Support Services,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2791 Business Support Services,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Industrials,2791 Business Support Services,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2#,2,Governance
Industrials,2793 Business Training & Employment Agencies,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2793 Business Training & Employment Agencies,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2793 Business Training & Employment Agencies,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2793 Business Training & Employment Agencies,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2793 Business Training & Employment Agencies,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2793 Business Training & Employment Agencies,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2793 Business Training & Employment Agencies,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2793 Business Training & Employment Agencies,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2793 Business Training & Employment Agencies,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2793 Business Training & Employment Agencies,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2793 Business Training & Employment Agencies,Innovation,V04-01,I,Total R&D expenses,2,Governance
Industrials,2793 Business Training & Employment Agencies,Diversity,S10-01,II,Percentage of female employees in relation to total employeesS10-02 II Percentage of female FTEs in senior positions in relation to total FTEs in seniorpositionsS10-03 II Percentage of total FTEs from ethnic minority groups,2,Governance
Industrials,2793 Business Training & Employment Agencies,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customersV06-02 III Percentage of total revenue from repeat business,2,Governance
Industrials,2795 Financial Administration,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2795 Financial Administration,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2795 Financial Administration,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2795 Financial Administration,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2795 Financial Administration,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2795 Financial Administration,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2795 Financial Administration,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2795 Financial Administration,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2795 Financial Administration,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2795 Financial Administration,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2795 Financial Administration,Innovation,V04-01,I,Total R&D expenses,2,Governance
Industrials,2795 Financial Administration,Diversity,S10-01,II,Percentage of female employees in relation to total employeesS10-02 II Percentage of female FTEs in senior positions in relation to total FTEs in seniorpositionsS10-03 II Percentage of total FTEs from ethnic minority groups,2,Governance
Industrials,2795 Financial Administration,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2797 Industrial Suppliers,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2797 Industrial Suppliers,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2797 Industrial Suppliers,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2797 Industrial Suppliers,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2797 Industrial Suppliers,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2797 Industrial Suppliers,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2797 Industrial Suppliers,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2797 Industrial Suppliers,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2797 Industrial Suppliers,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2797 Industrial Suppliers,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2797 Industrial Suppliers,Innovation,V04-01,I,Total R&D expenses,2,Governance
Industrials,2797 Industrial Suppliers,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers,2,Governance
Industrials,2797 Industrial Suppliers,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent,1,Social
Industrials,2797 Industrial Suppliers,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?,1,Social
Industrials,2799 Waste & Disposal Services,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Industrials,2799 Waste & Disposal Services,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Industrials,2799 Waste & Disposal Services,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Industrials,2799 Waste & Disposal Services,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Industrials,2799 Waste & Disposal Services,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Industrials,2799 Waste & Disposal Services,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2799 Waste & Disposal Services,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2799 Waste & Disposal Services,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices",2,Governance
Industrials,2799 Waste & Disposal Services,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0,2,Governance
Industrials,2799 Waste & Disposal Services,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago,2,Governance
Industrials,2799 Waste & Disposal Services,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
Industrials,2799 Waste & Disposal Services,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options",2,Governance
Industrials,2799 Waste & Disposal Services,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes",0,Environmental
Industrials,2799 Waste & Disposal Services,Waste Scope I,E04-01,II,Total waste in tonnes,2,Governance
Industrials,2799 Waste & Disposal Services,Waste Scope II,E05-01,II,Percentage of total waste which is recycled,2,Governance
Industrials,2799 Waste & Disposal Services,Fuels,E30-01,II,Expenditure for fuels total in monetary terms i.e. currency,0,Environmental
Industrials,2799 Waste & Disposal Services,Subcontracting,E36-01,II,Percentage of total work done delivered by subcontractors and/or outsourced tothird partiesE36-02 II Total expenses in monetary terms i.e. currency for contracted work done byrevenue,2,Governance
Industrials,2799 Waste & Disposal Services,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs,1,Social
Industrials,2799 Waste & Disposal Services,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards",1,Social
Industrials,2799 Waste & Disposal Services,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect.",1,Social
Industrials,2799 Waste & Disposal Services,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting",2,Governance
Industrials,2799 Waste & Disposal Services,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions),0,Environmental
Industrials,2799 Waste & Disposal Services,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities,2,Governance
Industrials,2799 Waste & Disposal Services,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total,2,Governance
Industrials,2799 Waste & Disposal Services,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2E07-03 III TOP 5 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 3E07-04 III TOP 5 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 4E07-05 III TOP 5 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 5,2,Governance
Industrials,2799 Waste & Disposal Services,Fuels,E30-03,III,Percentage of total fuel consumed comprising renewable fuels,0,Environmental
Industrials,2799 Waste & Disposal Services,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibility,0,Environmental
Industrials,2799 Waste & Disposal Services,Maintenance & Safety,S09-01,III,"Total spendings in monetary terms i.e. currency on maintenance and safety ofequipment (incl. fleet, trucks, planes, rail cars)",1,Social
Industrials,2799 Waste & Disposal Services,Corruption & Bribery,V36-01,III,"Key Performance Narrative (Please answer the questions in max. 500 words)What measures does your company undertake or maintain to prevent corruptionand bribery in the context of contracting with public organisations, governmentsetc.?",2,Governance
Consumer Goods,3353 Automobiles,Energy Efficiency,E01-01,I,"Energy consumption, total",0,Environmental
Consumer Goods,3353 Automobiles,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)",0,Environmental
Consumer Goods,3353 Automobiles,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE,2,Governance
Consumer Goods,3353 Automobiles,Training & qualification,S02-02,I,Average expenses on training per FTE p.a,2,Governance
Consumer Goods,3353 Automobiles,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)",2,Governance
Consumer Goods,3353 Automobiles,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$",2,Governance
